trial_id,sign_name,time_ms,flex1,flex2,flex3,flex4,flex5,ax,ay,az,gx,gy,gz
1,testssssssss,2895.0,780,1114,996,612,860,-0.0203,0.0122,0.9971,-0.3,0.619,-0.025
1,testssssssss,2908.0,1205,622,1300,276,1195,-0.0215,0.0139,1.0088,-0.415,0.619,0.013
1,testssssssss,2921.0,1033,1261,930,370,1013,-0.0208,0.0105,0.9983,-0.69,0.535,0.143
1,testssssssss,2934.0,1017,848,311,356,698,-0.0186,0.0124,1.0022,-0.545,0.497,0.136
1,testssssssss,2947.0,908,732,1002,417,1209,-0.0196,0.0098,1.0015,-0.461,0.558,0.059
1,testssssssss,2960.0,898,1040,723,565,365,-0.0198,0.011,1.0,-0.285,0.573,-0.04
1,testssssssss,2973.0,637,586,767,214,594,-0.0186,0.0134,1.0,-0.865,0.596,0.021
1,testssssssss,2986.0,206,426,928,857,822,-0.0215,0.0137,1.0003,-0.308,0.619,-0.002
1,testssssssss,2999.0,822,557,966,488,476,-0.0191,0.0161,1.0013,-0.43,0.764,0.082
1,testssssssss,3012.0,1294,289,207,452,610,-0.0245,0.0144,0.9978,-0.659,0.726,-0.017
1,testssssssss,3025.0,1230,955,1259,1057,948,-0.022,0.0117,0.9995,-0.522,0.55,0.013
1,testssssssss,3038.0,1285,585,1187,515,1090,-0.0225,0.0142,0.9986,-0.583,0.413,0.136
1,testssssssss,3051.0,1205,1153,1013,1247,483,-0.0232,0.0156,1.0015,-0.545,0.634,0.059
1,testssssssss,3064.0,789,713,926,250,420,-0.0203,0.011,1.0035,-0.323,0.665,0.036
1,testssssssss,3077.0,358,1246,1129,859,200,-0.0205,0.0166,1.0025,-0.354,0.52,0.12
1,testssssssss,3090.0,1009,309,315,305,298,-0.021,0.0144,0.9995,-0.56,0.764,0.059
1,testssssssss,3103.0,629,989,622,995,328,-0.0218,0.0137,0.9973,-0.514,0.619,0.128
1,testssssssss,3116.0,696,898,585,449,1155,-0.0188,0.012,1.0003,-0.774,0.566,0.082
1,testssssssss,3129.0,1069,1098,705,808,1095,-0.0215,0.0122,1.0017,-0.316,0.695,0.075
1,testssssssss,3142.0,603,293,1021,1075,1130,-0.0213,0.0122,1.0047,-0.415,0.657,0.143
1,testssssssss,3155.0,1053,1211,549,1216,726,-0.0232,0.0198,0.9988,-0.415,0.55,0.097
1,testssssssss,3168.0,715,356,1003,567,807,-0.0198,0.0149,1.0042,-0.529,0.558,0.059
1,testssssssss,3181.0,716,585,872,608,841,-0.022,0.0112,1.0042,-0.506,0.642,0.044
1,testssssssss,3194.0,616,753,333,517,1187,-0.0208,0.0122,0.9978,-0.705,0.596,0.067
1,testssssssss,3207.0,785,314,897,1026,745,-0.0196,0.0107,0.9983,-0.537,0.642,0.097
2,testssssssss,0.0,567,314,879,1078,911,0.0371,-0.3506,-0.9548,-0.789,0.619,0.006
2,testssssssss,22.0,359,662,991,1096,1151,0.0356,-0.3735,-0.9587,-0.69,0.55,0.12
2,testssssssss,35.0,1094,728,980,329,785,0.04,-0.3706,-0.9565,-0.3,0.673,0.166
2,testssssssss,48.0,683,1030,732,1171,431,0.0349,-0.3608,-0.9536,-0.4,0.421,0.174
2,testssssssss,61.0,849,1175,758,830,231,0.0441,-0.3652,-0.9511,-0.201,0.695,0.143
2,testssssssss,74.0,622,318,1021,526,357,0.041,-0.3684,-0.9621,-0.4,0.543,0.204
2,testssssssss,87.0,432,846,1160,870,799,0.0385,-0.3618,-0.9563,-0.476,0.65,0.097
2,testssssssss,100.0,765,492,1299,238,740,0.0363,-0.3633,-0.9519,-0.728,0.642,0.067
2,testssssssss,113.0,1076,937,937,1131,211,0.0405,-0.3713,-0.9651,-0.552,0.558,0.075
2,testssssssss,126.0,476,743,1263,985,412,0.0346,-0.3569,-0.9594,-0.323,0.772,0.12
2,testssssssss,139.0,1175,1176,563,1120,1168,0.0412,-0.3733,-0.9651,-0.484,0.673,0.029
2,testssssssss,152.0,488,635,576,438,788,0.0351,-0.3579,-0.9477,-0.262,0.535,0.075
